organism_name	infraspecific_name	lineage	representative_genome_org	representative_genome_acc	representative_genome_uniprot_acc	genome_assembly_id	taxonomy_id	bco_id	schema_version	analysis_platform	analysis_platform_object_id	strain	bioproject	biosample	sra_run_id	ngs_read_file_name	ngs_read_file_source	ngs_gc_content	avg_phred_score	min_read_length	num_reads	num_reads_unique	avg_read_length	max_read_length	max_duplicate_read	strategy	instrument	id_method	coding_system	percent_coding	percent_not_coding	complexity_percent	non_complex_percent	stdev_quality	avg_quality_a	avg_quality_t	avg_quality_g	avg_quality_c	count_a	count_c	count_g	count_t	count_n	percent_a	percent_c	percent_g	percent_t	count_all_wn	count_all		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462645.1	11320	ARGOS_000087	v1.6	HIVE	66307		PRJNA1102327	SAMN41019258	SRR28752594	SRR28752594_2.fastq	SRA	46.34%	34.860963	35	101054	43855	146.767629	151	519	WGS	Illumina iSeq 100		Standard	94.33%	5.67%	99.63%	0.37%	13.993817	34.70389	34.395608	35.100816	35.341322	3980292	3440777	3429508	3975874	5005	26.836826	23.199186	23.123205	26.807038	14831456	14826451		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462645.1	11320	ARGOS_000087	v1.6	HIVE	66305		PRJNA1102327	SAMN41019258	SRR28752594	SRR28752594_1.fastq	SRA	46.28%	35.539628	35	101054	34905	146.721545	151	594	WGS	Illumina iSeq 100		Standard	95.53%	4.47%	99.81%	0.19%	13.857845	35.461647	35.227896	35.646221	35.882862	4000153	3448389	3410782	3962470	5005	26.979208	23.257812	23.00417	26.725054	14826799	14821794		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462735.1	11320	ARGOS_000087	v1.6	HIVE	66472		PRJNA1102327	SAMN41019198	SRR28752635	SRR28752635_2.fastq	SRA	46.20%	35.935606	35	353526	95086	146.52752	151	1886	WGS	Illumina iSeq 100		Standard	95.72%	4.28%	99.50%	0.50%	22.450159	36.017414	35.316842	36.137157	36.354995	13997034	11981651	11946962	13863041	12600	27.020629	23.130025	23.06306	26.761962	51801288	51788688		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462735.1	11320	ARGOS_000087	v1.6	HIVE	66469		PRJNA1102327	SAMN41019198	SRR28752635	SRR28752635_1.fastq	SRA	46.16%	36.18818	35	353526	82789	146.501652	151	1948	WGS	Illumina iSeq 100		Standard	95.88%	4.12%	99.65%	0.35%	21.436744	36.302184	35.680373	36.286649	36.542943	14033080	12007789	11893065	13845539	12670	27.094998	23.184576	22.963068	26.732895	51792143	51779473		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462615.1	11320	ARGOS_000087	v1.6	HIVE	66238		PRJNA1102327	SAMN41019282	SRR28752677	SRR28752677_2.fastq	SRA	47.46%	32.71287	35	182834	108475	225.160178	301	230	WGS	Illumina MiSeq		Standard	85.18%	14.82%	99.78%	0.22%	7.21092	32.503005	33.054165	32.618057	32.6618	10806164	9762071	9771826	10820173	6702	26.249619	23.713378	23.737074	26.283649	41166936	41160234		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462615.1	11320	ARGOS_000087	v1.6	HIVE	66236		PRJNA1102327	SAMN41019282	SRR28752677	SRR28752677_1.fastq	SRA	47.43%	32.956549	35	182834	102868	225.130599	301	306	WGS	Illumina MiSeq		Standard	85.42%	14.58%	99.84%	0.16%	6.548274	32.888693	33.248196	32.76609	32.899477	10831720	9763076	9759566	10804160	3006	26.315155	23.718935	23.710407	26.2482	41161528	41158522		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462815.1	11320	ARGOS_000087	v1.6	HIVE	66712		PRJNA1102327	SAMN41019225	SRR28752460	SRR28752460_2.fastq	SRA	53.61%	35.399466	35	126708	77769	146.830989	151	315	WGS	Illumina iSeq 100		Standard	84.88%	15.12%	99.16%	0.84%	8.212429	35.367449	34.759523	35.59492	35.790071	4298045	4914452	5055916	4328828	7420	23.10198	26.415166	27.175534	23.267438	18604661	18597241		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462815.1	11320	ARGOS_000087	v1.6	HIVE	66710		PRJNA1102327	SAMN41019225	SRR28752460	SRR28752460_1.fastq	SRA	53.64%	35.750789	35	126708	74886	146.825102	151	293	WGS	Illumina iSeq 100		Standard	85.07%	14.93%	99.30%	0.70%	7.642132	35.826023	35.215841	35.857344	36.043905	4307421	4937962	5036521	4314661	7350	23.153304	26.542596	27.072372	23.192221	18603915	18596565		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462855.1	11320	ARGOS_000087	v1.6	HIVE	66726		PRJNA1102327	SAMN41019230	SRR28752454	SRR28752454_2.fastq	SRA	46.76%	32.618016	35	156251	101917	247.919213	301	197	WGS	Illumina MiSeq		Standard	85.54%	14.46%	99.83%	0.17%	7.394536	32.432106	32.979188	32.464528	32.57225	10316044	9062419	9049386	10304127	5649	26.630554	23.394359	23.360715	26.59979	38737625	38731976		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462855.1	11320	ARGOS_000087	v1.6	HIVE	66724		PRJNA1102327	SAMN41019230	SRR28752454	SRR28752454_1.fastq	SRA	46.74%	32.914695	35	156251	95614	247.918612	301	257	WGS	Illumina MiSeq		Standard	85.95%	14.05%	99.87%	0.13%	7.009256	32.858097	33.215647	32.680187	32.871112	10332462	9065224	9037903	10298513	3429	26.673001	23.401657	23.331128	26.585362	38737531	38734102		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462785.1	11320	ARGOS_000087	v1.6	HIVE	66645		PRJNA1102327	SAMN41019272	SRR28752515	SRR28752515_2.fastq	SRA	47.52%	32.584725	35	199701	121333	240.279708	301	412	WGS	Illumina MiSeq		Standard	82.33%	17.67%	99.80%	0.20%	8.680651	32.397849	32.950194	32.432237	32.540519	12597011	11394116	11406757	12578816	7398	26.25247	23.745608	23.771953	26.214551	47984098	47976700		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462785.1	11320	ARGOS_000087	v1.6	HIVE	66643		PRJNA1102327	SAMN41019272	SRR28752515	SRR28752515_1.fastq	SRA	47.48%	32.969364	35	199701	112293	240.236554	301	533	WGS	Illumina MiSeq		Standard	82.72%	17.28%	99.87%	0.13%	8.036952	32.919379	33.258361	32.756678	32.917558	12600744	11398915	11376515	12595373	3933	26.264967	23.759877	23.713186	26.253772	47975480	47971547		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462955.1	11320	ARGOS_000087	v1.6	HIVE	66801		PRJNA1102327	SAMN41019242	SRR28752612	SRR28752612_2.fastq	SRA	48.50%	32.555613	35	223188	134095	232.071079	301	392	WGS	Illumina MiSeq		Standard	79.11%	20.89%	99.69%	0.31%	8.822838	32.372415	32.921952	32.417817	32.499136	13335644	12540113	12578309	13333374	8040	25.746733	24.210825	24.284569	25.74235	51795480	51787440		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462955.1	11320	ARGOS_000087	v1.6	HIVE	66799		PRJNA1102327	SAMN41019242	SRR28752612	SRR28752612_1.fastq	SRA	48.47%	32.94992	35	223188	125109	231.994695	301	479	WGS	Illumina MiSeq		Standard	79.43%	20.57%	99.77%	0.23%	8.004668	32.89738	33.243215	32.747674	32.895943	13340100	12566841	12526967	13340698	3826	25.763816	24.270416	24.193407	25.764971	51778432	51774606		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462875.1	11320	ARGOS_000087	v1.6	HIVE	66735		PRJNA1102327	SAMN41019234	SRR28752450	SRR28752450_2.fastq	SRA	46.96%	32.55691	35	237216	139470	251.323836	301	497	WGS	Illumina MiSeq		Standard	85.84%	14.16%	99.83%	0.17%	10.131931	32.326361	32.926623	32.455422	32.501065	15806284	13997413	13993481	15812246	8611	26.512588	23.478488	23.471892	26.522588	59618035	59609424		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462875.1	11320	ARGOS_000087	v1.6	HIVE	66730		PRJNA1102327	SAMN41019234	SRR28752450	SRR28752450_1.fastq	SRA	46.91%	32.992423	35	237216	126946	251.309077	301	606	WGS	Illumina MiSeq		Standard	86.27%	13.73%	99.89%	0.11%	9.23735	32.933421	33.278938	32.772849	32.954823	15847370	14003659	13959100	15798994	5411	26.583064	23.490344	23.415599	26.501916	59614534	59609123		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463015.1	11320	ARGOS_000087	v1.6	HIVE	66906		PRJNA1102327	SAMN41019411	SRR28752534	SRR28752534_2.fastq	SRA	47.92%	35.600039	35	244490	82708	145.288212	151	1808	WGS	Illumina iSeq 100		Standard	93.38%	6.62%	99.51%	0.49%	24.204235	35.614153	35.086199	35.722602	36.020198	9245589	8511129	8501990	9241317	21490	26.028138	23.96049	23.934762	26.016112	35521515	35500025		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463015.1	11320	ARGOS_000087	v1.6	HIVE	66904		PRJNA1102327	SAMN41019411	SRR28752534	SRR28752534_1.fastq	SRA	47.90%	36.045304	35	244490	70419	145.277762	151	2050	WGS	Illumina iSeq 100		Standard	93.83%	6.17%	99.64%	0.36%	24.378785	36.124236	35.675336	36.081981	36.3221	9279644	8551446	8450900	9215480	21490	26.125889	24.075722	23.792645	25.945242	35518960	35497470		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462895.1	11320	ARGOS_000087	v1.6	HIVE	66780		PRJNA1102327	SAMN41019236	SRR28752448	SRR28752448_2.fastq	SRA	47.65%	32.520997	35	149895	95101	250.281077	301	370	WGS	Illumina MiSeq		Standard	82.04%	17.96%	99.76%	0.24%	9.121223	32.282842	32.904413	32.410394	32.472367	9823043	8930402	8942915	9813940	5582	26.183692	23.804324	23.837678	26.159428	37515882	37510300		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462895.1	11320	ARGOS_000087	v1.6	HIVE	66778		PRJNA1102327	SAMN41019236	SRR28752448	SRR28752448_1.fastq	SRA	47.60%	32.9654	35	149895	88339	250.304953	301	397	WGS	Illumina MiSeq		Standard	82.49%	17.51%	99.84%	0.16%	8.241201	32.901601	33.256295	32.7461	32.934415	9833451	8947765	8908757	9825936	3552	26.208935	23.84833	23.744363	26.188905	37519461	37515909		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463035.1	11320	ARGOS_000087	v1.6	HIVE	66970		PRJNA1102327	SAMN41019413	SRR28752532	SRR28752532_2.fastq	SRA	48.23%	35.738129	35	266049	106858	146.278283	151	1123	WGS	Illumina iSeq 100		Standard	80.74%	19.26%	98.14%	1.86%	15.247503	35.853875	35.276746	35.840189	36.008751	10069763	9286455	9473054	10068564	19355	25.874845	23.86209	24.341567	25.871764	38917191	38897836		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463035.1	11320	ARGOS_000087	v1.6	HIVE	66968		PRJNA1102327	SAMN41019413	SRR28752532	SRR28752532_1.fastq	SRA	48.26%	35.894874	35	266049	101683	146.284177	151	1175	WGS	Illumina iSeq 100		Standard	80.87%	19.13%	98.31%	1.69%	14.642267	36.050499	35.511425	35.963044	36.069491	10098256	9341607	9430542	10029034	19320	25.947014	24.002839	24.231353	25.769152	38918759	38899439		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462805.1	11320	ARGOS_000087	v1.6	HIVE	66661		PRJNA1102327	SAMN41019389	SRR28752622	SRR28752622_2.fastq	SRA	47.55%	35.791618	35	121689	65377	141.347928	151	320	WGS	Illumina iSeq 100		Standard	82.04%	17.96%	99.35%	0.65%	9.448959	35.803624	35.400371	35.920281	36.081458	4510788	4074486	4100682	4505362	9170	26.224768	23.6882	23.840498	26.193222	17200488	17191318		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462805.1	11320	ARGOS_000087	v1.6	HIVE	66657		PRJNA1102327	SAMN41019389	SRR28752622	SRR28752622_1.fastq	SRA	47.54%	35.808608	35	121689	64683	141.377224	151	326	WGS	Illumina iSeq 100		Standard	82.05%	17.95%	99.47%	0.53%	9.644405	35.890524	35.491306	35.845262	36.028892	4542307	4079092	4095857	4477697	9100	26.40254	23.710064	23.807512	26.026989	17204053	17194953		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462935.1	11320	ARGOS_000087	v1.6	HIVE	66794		PRJNA1102327	SAMN41019240	SRR28752614	SRR28752614_2.fastq	SRA	47.89%	32.73106	35	275917	168560	231.289583	301	370	WGS	Illumina MiSeq		Standard	75.40%	24.60%	99.73%	0.27%	8.647401	32.539102	33.076183	32.626216	32.669519	16634269	15271077	15283269	16618013	10100	26.065688	23.929583	23.948688	26.040215	63816728	63806628		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462935.1	11320	ARGOS_000087	v1.6	HIVE	66792		PRJNA1102327	SAMN41019240	SRR28752614	SRR28752614_1.fastq	SRA	47.85%	32.845186	35	275917	162249	231.325776	301	439	WGS	Illumina MiSeq		Standard	75.42%	24.58%	99.80%	0.20%	8.339986	32.789115	33.155092	32.639192	32.775281	16678257	15278954	15258384	16606363	4756	26.130527	23.93818	23.905953	26.017888	63826714	63821958		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463025.1	11320	ARGOS_000087	v1.6	HIVE	66913		PRJNA1102327	SAMN41019369	SRR28752645	SRR28752645_2.fastq	SRA	47.67%	35.873009	35	201152	59034	144.883566	151	1848	WGS	Illumina iSeq 100		Standard	94.38%	5.62%	99.70%	0.30%	22.573477	35.871565	35.348867	36.043682	36.27985	7608547	6951521	6931213	7631828	20510	26.107077	23.852635	23.782952	26.186961	29143619	29123109		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463025.1	11320	ARGOS_000087	v1.6	HIVE	66909		PRJNA1102327	SAMN41019369	SRR28752645	SRR28752645_1.fastq	SRA	47.70%	36.195311	35	201152	53600	144.881458	151	1536	WGS	Illumina iSeq 100		Standard	94.87%	5.13%	99.84%	0.16%	19.931152	36.255351	35.809498	36.236995	36.509266	7632535	6957324	6934355	7598506	20475	26.189767	23.872894	23.79408	26.073003	29143195	29122720		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462835.1	11320	ARGOS_000087	v1.6	HIVE	66717		PRJNA1102327	SAMN41019227	SRR28752458	SRR28752458_2.fastq	SRA	49.24%	35.408666	35	213872	93909	147.030892	151	1394	WGS	Illumina iSeq 100		Standard	87.85%	12.15%	99.39%	0.61%	21.146532	35.358677	34.823839	35.627679	35.846236	7953164	7724090	7753962	8003200	11375	25.291665	24.563192	24.658187	25.450783	31445791	31434416		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462835.1	11320	ARGOS_000087	v1.6	HIVE	66715		PRJNA1102327	SAMN41019227	SRR28752458	SRR28752458_1.fastq	SRA	49.22%	35.805669	35	213872	87339	147.028433	151	1409	WGS	Illumina iSeq 100		Standard	88.09%	11.91%	99.61%	0.39%	19.632652	35.844776	35.351131	35.905159	36.13374	7988482	7756536	7714869	7974318	11060	25.404403	24.666785	24.534279	25.35936	31445265	31434205		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462995.1	11320	ARGOS_000087	v1.6	HIVE	66897		PRJNA1102327	SAMN41019246	SRR28752608	SRR28752608_2.fastq	SRA	47.40%	35.958428	35	199418	61632	146.939288	151	1393	WGS	Illumina iSeq 100		Standard	93.89%	6.11%	99.62%	0.38%	20.718622	35.917387	35.449002	36.179674	36.346783	7721896	6946054	6937990	7686354	10045	26.35249	23.704777	23.677257	26.231196	29302339	29292294		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462995.1	11320	ARGOS_000087	v1.6	HIVE	66895		PRJNA1102327	SAMN41019246	SRR28752608	SRR28752608_1.fastq	SRA	47.46%	35.812968	35	199418	64670	146.944117	151	1245	WGS	Illumina iSeq 100		Standard	94.07%	5.93%	99.76%	0.24%	19.518209	35.828062	35.271823	35.965484	36.238608	7732387	6984716	6917176	7659083	9940	26.387426	23.835935	23.605449	26.137269	29303302	29293362		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462915.1	11320	ARGOS_000087	v1.6	HIVE	66785		PRJNA1102327	SAMN41019238	SRR28752616	SRR28752616_2.fastq	SRA	47.07%	32.400972	35	237611	152963	238.465479	301	308	WGS	Illumina MiSeq		Standard	85.47%	14.53%	99.78%	0.22%	8.361484	32.150048	32.813611	32.290218	32.32988	14993959	13326058	13339209	14993975	8820	26.462097	23.518501	23.541711	26.462125	56662021	56653201		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462915.1	11320	ARGOS_000087	v1.6	HIVE	66783		PRJNA1102327	SAMN41019238	SRR28752616	SRR28752616_1.fastq	SRA	47.01%	32.841978	35	237611	139359	238.452008	301	369	WGS	Illumina MiSeq		Standard	85.92%	14.08%	99.83%	0.17%	7.874375	32.777973	33.154126	32.597558	32.806974	15027527	13334978	13300258	14991180	4877	26.522838	23.535573	23.474294	26.458687	56658820	56653943		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462795.1	11320	ARGOS_000087	v1.6	HIVE	66652		PRJNA1102327	SAMN41019223	SRR28752462	SRR28752462_2.fastq	SRA	50.19%	35.420674	35	152430	83611	147.131247	151	713	WGS	Illumina iSeq 100		Standard	83.16%	16.84%	99.15%	0.85%	14.973195	35.408648	34.798938	35.630618	35.841652	5573872	5604701	5646528	5593820	8295	24.853161	24.990623	25.177124	24.942106	22427216	22418921		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462795.1	11320	ARGOS_000087	v1.6	HIVE	66650		PRJNA1102327	SAMN41019223	SRR28752462	SRR28752462_1.fastq	SRA	50.16%	35.790068	35	152430	80138	147.122988	151	760	WGS	Illumina iSeq 100		Standard	83.21%	16.79%	99.37%	0.63%	14.305439	35.862452	35.28062	35.899239	36.113804	5590744	5645452	5599798	5581808	8155	24.92979	25.17374	24.970163	24.889943	22425957	22417802		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462975.1	11320	ARGOS_000087	v1.6	HIVE	66850		PRJNA1102327	SAMN41019244	SRR28752610	SRR28752610_2.fastq	SRA	48.43%	32.663469	35	224479	131098	236.413032	301	484	WGS	Illumina MiSeq		Standard	79.23%	20.77%	99.77%	0.23%	9.676204	32.45834	33.027978	32.532645	32.624105	13667512	12838832	12861373	13693943	8101	25.75386	24.192368	24.234843	25.803664	53069761	53061660		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039462975.1	11320	ARGOS_000087	v1.6	HIVE	66848		PRJNA1102327	SAMN41019244	SRR28752610	SRR28752610_1.fastq	SRA	48.39%	32.931582	35	224479	123823	236.401418	301	576	WGS	Illumina MiSeq		Standard	79.38%	20.62%	99.82%	0.18%	9.132303	32.860378	33.233534	32.725651	32.891428	13699061	12854176	12824116	13685725	4076	25.814576	24.222471	24.165826	25.789446	53067154	53063078		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463285.1	11320	ARGOS_000087	v1.6	HIVE	67167		PRJNA1102327	SAMN41019317	SRR28752575	SRR28752575_2.fastq	SRA	47.28%	35.60487	35	153795	86543	213.9552	251	443	WGS	Illumina MiSeq		Standard	86.22%	13.78%	99.89%	0.11%	14.015621	35.471518	35.919849	35.352046	35.656831	8692831	7764143	7791420	8653346	3500	26.417771	23.595461	23.678356	26.297775	32905240	32901740		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463285.1	11320	ARGOS_000087	v1.6	HIVE	67165		PRJNA1102327	SAMN41019317	SRR28752575	SRR28752575_1.fastq	SRA	47.24%	37.199429	35	153795	70927	213.374342	251	635	WGS	Illumina MiSeq		Standard	87.62%	12.38%	99.95%	0.05%	12.154527	37.14916	37.397996	36.997316	37.235115	8640331	7762380	7739551	8670179	3466	26.329703	23.654321	23.584754	26.420659	32815907	32812441		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463225.1	11320	ARGOS_000087	v1.6	HIVE	67055		PRJNA1102327	SAMN41019290	SRR28752668	SRR28752668_2.fastq	SRA	48.92%	32.373148	35	214114	146113	252.074045	301	441	WGS	Illumina MiSeq		Standard	68.30%	31.70%	99.33%	0.67%	8.895064	32.196519	32.78748	32.215322	32.282492	13773594	13176254	13223586	13791743	7405	25.519613	24.412866	24.500562	25.553239	53972582	53965177		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463225.1	11320	ARGOS_000087	v1.6	HIVE	67053		PRJNA1102327	SAMN41019290	SRR28752668	SRR28752668_1.fastq	SRA	48.83%	32.919259	35	214114	136601	252.046718	301	516	WGS	Illumina MiSeq		Standard	68.60%	31.40%	99.48%	0.52%	8.298138	32.865459	33.220115	32.717173	32.863057	13831900	13181784	13167722	13780756	4569	25.63042	24.42576	24.399703	25.535651	53966731	53962162		
Influenza A virus		Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae				GCA_039463075.1	11320	ARGOS_000087	v1.6	HIVE	66977		PRJNA1102327	SAMN41019275	SRR28752512	SRR28752512_2.fastq	SRA	47.09%	34.835967	35	189740	81461	145.466786	151	1076	WGS	Illumina iSeq 100		Standard	93.79%	6.21%	99.75%	0.25%	19.367383	34.709091	33.985427	35.28227	35.485472	7324486	6491455	6500423	7275474	9030	26.537158	23.519025	23.551517	26.359584	27600868	27591838		
