organism_name	assembly_gc_content	phred_average	average_ngs_gc_content	Family	host	state_abbr	genome_assembly_id
Influenza A virus	45.7	32.9	47.8	Viruses	Cattle	CO	GCA_042349625.1
Influenza A virus	45.9	33.1	47.7	Viruses	Cattle	CO	GCA_042349545.1
Influenza A virus	45.7	33	47.4	Viruses	Cattle	CO	GCA_042349655.1
Influenza A virus	49.8	33	46.5	Viruses	Cattle	CO	GCA_042349705.1
Influenza A virus	45.8	33.2	46.5	Viruses	Cattle	ID	GCA_042349265.1
Influenza A virus	45.7	33.1	47.1	Viruses	Cattle	CO	GCA_042349745.1
Influenza A virus	45.7	33	47.1	Viruses	Cattle	CO	GCA_042349505.1
Influenza A virus	45.7	33.1	47	Viruses	Cattle	CO	GCA_042349595.1
Influenza A virus	46.1	35.4	48.3	Viruses	Cattle	CO	GCA_042349145.1
Influenza A virus	45.6	35.9	47.5	Viruses	Cattle	CO	GCA_042349975.1
Influenza A virus	45.6	33.1	47.7	Viruses	Cattle	CO	GCA_042349885.1
Influenza A virus	45.7	35.8	46.6	Viruses	Cattle	CO	GCA_042349995.1
Influenza A virus	45.8	33.1	46.3	Viruses	Chicken	CO	GCA_042349935.1
Influenza A virus	45.9	35.8	46.8	Viruses	Cattle	CO	GCA_042349955.1
Influenza A virus	45.6	33.1	47.8	Viruses	Cattle	CO	GCA_042350015.1
Influenza A virus	45.8	33	46.2	Viruses	Cattle	IA	GCA_042349945.1
Influenza A virus	45.6	33.2	46.2	Viruses	Chicken	CO	GCA_042350005.1
Influenza A virus	45.8	33.2	46.3	Viruses	Chicken	CO	GCA_042349985.1
Influenza A virus	45.6	35.6	47.1	Viruses	Cattle	CO	GCA_042349895.1
Influenza A virus	45.5	33	46.8	Viruses	Cattle	CO	GCA_042349855.1
Influenza A virus	45.6	33.2	46.2	Viruses	Cattle	CO	GCA_042349795.1
Influenza A virus	45.7	33.2	46.4	Viruses	Chicken	CO	GCA_042349965.1
Influenza A virus	45.6	33.1	47.3	Viruses	Cattle	CO	GCA_042349815.1
Influenza A virus	45.8	33.1	45.2	Viruses	Chicken	CO	GCA_042349915.1
Influenza A virus	45.6	33.1	47.8	Viruses	Cattle	CO	GCA_042349905.1
Influenza A virus	45.6	33	48.4	Viruses	Cattle	CO	GCA_042349925.1
Influenza A virus	45.8	33.2	46.3	Viruses	Chicken	CO	GCA_042350025.1
Influenza A virus	45.6	33	48	Viruses	Cattle	CO	GCA_042349865.1
Influenza A virus	45.6	35.5	52.7	Viruses	Cattle	CO	GCA_042349875.1
Influenza A virus	45.8	32.9	46.3	Viruses	Chicken	CO	GCA_042350165.1
Influenza A virus	45.9	33	47.5	Viruses	Cattle	CO	GCA_042350215.1
Influenza A virus	45.8	32.9	45.3	Viruses	Chicken	CO	GCA_042350185.1
Influenza A virus	45.8	33.2	47	Viruses	Cattle	IA	GCA_042350175.1
Influenza A virus	45.7	35.6	46.5	Viruses	Cattle	CO	GCA_042350045.1
Influenza A virus	45.8	33.1	46.3	Viruses	Cattle	IA	GCA_042350075.1
Influenza A virus	45.8	33.2	46.2	Viruses	Cattle	IA	GCA_042350195.1
Influenza A virus	45.8	32.9	46.6	Viruses	Chicken	CO	GCA_042350205.1
Influenza A virus	45.6	33.2	47	Viruses	Cattle	CO	GCA_042350135.1
Influenza A virus	45.8	33.2	46.7	Viruses	Cattle	MN	GCA_042350155.1
Influenza A virus	50	33.1	46.6	Viruses	Cattle	IA	GCA_042350035.1
Influenza A virus	45.6	33.2	47	Viruses	Cattle	CO	GCA_042350125.1
Influenza A virus	45.6	33.2	47.6	Viruses	Cattle	CO	GCA_042350115.1
Influenza A virus	45.7	33.1	47.7	Viruses	Cattle	CO	GCA_042350055.1
Influenza A virus	45.7	33	46.8	Viruses	Cattle	CO	GCA_042350085.1
Influenza A virus	45.7	33.1	47.4	Viruses	Cattle	CO	GCA_042350145.1
Influenza A virus	45.7	33	46.5	Viruses	Chicken	CO	GCA_042350225.1
Influenza A virus	45.6	35.5	47.1	Viruses	Cattle	CO	GCA_042350105.1
Influenza A virus	45.6	33.1	45.3	Viruses	Cattle	CO	GCA_042350065.1
Influenza A virus	45.8	33.2	48.8	Viruses	Cattle	MN	GCA_042350095.1
Influenza A virus	45.6	35.7	46.8	Viruses	Cattle	CO	GCA_042350295.1
Influenza A virus	45.8	32.9	47.6	Viruses	Cattle	CO	GCA_042350385.1
Influenza A virus	45.6	33	47.2	Viruses	Cattle	CO	GCA_042350495.1
Influenza A virus	45.6	33.2	46.3	Viruses	Cattle	CO	GCA_042350285.1
Influenza A virus	45.6	35.8	46.8	Viruses	Cattle	CO	GCA_042350465.1
Influenza A virus	45.8	33.2	46.7	Viruses	Cattle	MN	GCA_042350365.1
Influenza A virus	45.6	33.1	48.2	Viruses	Cattle	CO	GCA_042350305.1
Influenza A virus	45.7	33	47.5	Viruses	Cattle	CO	GCA_042350525.1
Influenza A virus	45.8	33	47.1	Viruses	Cattle	CO	GCA_042350235.1
Influenza A virus	45.8	33.2	46.7	Viruses	Cattle	ID	GCA_042350345.1
Influenza A virus	45.7	33.2	46.7	Viruses	Cattle	CO	GCA_042350435.1
Influenza A virus	45.7	33.2	47.6	Viruses	Cattle	CO	GCA_042350475.1
Influenza A virus	45.9	33.2	46.3	Viruses	Cattle	MN	GCA_042350355.1
Influenza A virus	45.6	33	47.2	Viruses	Cattle	CO	GCA_042350425.1
Influenza A virus	45.7	33.2	46.7	Viruses	Cattle	CO	GCA_042350455.1
Influenza A virus	45.6	32.9	48	Viruses	Cattle	CO	GCA_042350395.1
Influenza A virus	45.6	33	46.9	Viruses	Cattle	IA	GCA_042350315.1
Influenza A virus	45.6	32.9	47.4	Viruses	Cattle	CO	GCA_042350445.1
Influenza A virus	45.6	33	46.2	Viruses	Cattle	CO	GCA_042350275.1
Influenza A virus	45.6	33	46.6	Viruses	Cattle	CO	GCA_042350415.1
Influenza A virus	45.6	33.2	46.7	Viruses	Cattle	CO	GCA_042350265.1
Influenza A virus	45.8	32.9	47.8	Viruses	Cattle	CO	GCA_042350255.1
Influenza A virus	45.8	32.9	46.3	Viruses	Chicken	CO	GCA_042350245.1
Influenza A virus	45.6	32.9	47.2	Viruses	Cattle	CO	GCA_042350485.1
Influenza A virus	45.9	33.2	47.3	Viruses	Cattle	MN	GCA_042350375.1
Influenza A virus	49.8	32.9	46.8	Viruses	Cattle	CO	GCA_042350515.1
Influenza A virus	45.8	35.4	46.3	Viruses	Chicken	CO	GCA_042350405.1
Influenza A virus	45.7	33	47.1	Viruses	Cattle	CO	GCA_042350505.1
Influenza A virus	45.7	33.2	47	Viruses	Cattle	CO	GCA_042350325.1
Influenza A virus	45.6	33	49.4	Viruses	Cattle	IA	GCA_042350335.1
Influenza A virus	45.6	33	47.6	Viruses	Cattle	CO	GCA_042350655.1
Influenza A virus	45.6	33.1	47.3	Viruses	Cattle	CO	GCA_042608335.1
Influenza A virus	45.7	33	48.8	Viruses	Cattle	SD	GCA_042608305.1
Influenza A virus	45.6	32.9	51.2	Viruses	Cattle	CO	GCA_042350545.1
Influenza A virus	45.6	33.1	46.2	Viruses	Cattle	CO	GCA_042350715.1
Influenza A virus	45.6	35.9	47	Viruses	Cattle	CO	GCA_042350635.1
Influenza A virus	45.6	35.4	50.1	Viruses	Cattle	CO	GCA_042350705.1
Influenza A virus	45.5	32.9	47.1	Viruses	Cattle	SD	GCA_042608285.1
Influenza A virus	45.6	33.2	53.5	Viruses	Cattle	CO	GCA_042608325.1
Influenza A virus	45.7	32.9	48.3	Viruses	Cattle	SD	GCA_042608265.1
Influenza A virus	45.7	33	47.2	Viruses	Cattle	SD	GCA_042608295.1
Influenza A virus	45.6	33	46.1	Viruses	Cattle	CO	GCA_042350535.1
Influenza A virus	45.6	33.1	48	Viruses	Cattle	CO	GCA_042608315.1
Influenza A virus	45.6	35.8	47.3	Viruses	Cattle	CO	GCA_042350665.1
Influenza A virus	45.8	33	46.5	Viruses	Cattle	SD	GCA_042608275.1
Influenza A virus	45.7	33	50	Viruses	Cattle	CO	GCA_042350575.1
Influenza A virus	45.8	32.9	45.4	Viruses	Cattle	CO	GCA_042608255.1
Influenza A virus	45.6	35.5	49.1	Viruses	Cattle	CO	GCA_042350725.1
Influenza A virus	45.6	33	45.9	Viruses	Cat	CO	GCA_042608245.1
Influenza A virus	45.6	33	47.3	Viruses	Cattle	CO	GCA_042350695.1
Influenza A virus	45.6	33.1	47.3	Viruses	Cattle	CO	GCA_042351005.1
Influenza A virus	45.8	33.1	46.2	Viruses	Chicken	CO	GCA_042350955.1
Influenza A virus	45.8	33	47.4	Viruses	Chicken	CO	GCA_042351395.1
Influenza A virus	45.6	33.1	46.2	Viruses	Cattle	CO	GCA_042351225.1
Influenza A virus	45.6	35.7	45.6	Viruses	Cattle	CO	GCA_042350785.1
Influenza A virus	45.8	32.9	46.4	Viruses	Chicken	CO	GCA_042351475.1
Influenza A virus	45.6	35.7	47.2	Viruses	Cattle	CO	GCA_042350825.1
Influenza A virus	45.8	33.1	46.2	Viruses	Chicken	CO	GCA_042350915.1
Influenza A virus	45.6	33.1	47.6	Viruses	Cattle	CO	GCA_042351185.1
Influenza A virus	45.6	33.2	46.3	Viruses	Cattle	CO	GCA_042351495.1
Influenza A virus	45.8	32.9	46.6	Viruses	Chicken	CO	GCA_042351365.1
Influenza A virus	45.8	33.1	46.5	Viruses	Chicken	CO	GCA_042351095.1
Influenza A virus	45.7	33.1	46.3	Viruses	Chicken	CO	GCA_042351145.1
Influenza A virus	45.8	33.1	46.2	Viruses	Chicken	CO	GCA_042351055.1
Influenza A virus	45.5	35.7	46.5	Viruses	Cattle	CO	GCA_042351305.1
Influenza A virus	45.7	33.2	47.6	Viruses	Cattle	CO	GCA_042350755.1
Influenza A virus	45.8	33	46.6	Viruses	Chicken	CO	GCA_042351435.1
Influenza A virus	45.8	33.2	46.7	Viruses	Chicken	CO	GCA_042351465.1
Influenza A virus	45.8	33	46.3	Viruses	Chicken	CO	GCA_042351425.1
Influenza A virus	44	35.4	47.5	Viruses	Cattle	CO	GCA_042350865.1
Influenza A virus	45.6	33.1	47.1	Viruses	Cattle	CO	GCA_042351025.1
Influenza A virus	45.6	36	47	Viruses	Cattle	CO	GCA_042351065.1
Influenza A virus	49.8	33.2	46.6	Viruses	Cattle	CO	GCA_042351535.1
Influenza A virus	45.6	32.9	45.9	Viruses	Cattle	CO	GCA_042350945.1
Influenza A virus	45.8	33	47.5	Viruses	Cattle	CO	GCA_042350845.1
Influenza A virus	45.6	35.6	50.7	Viruses	Cattle	CO	GCA_042350795.1
Influenza A virus	45.8	33.1	46.4	Viruses	Chicken	CO	GCA_042351015.1
Influenza A virus	45.6	33	47.8	Viruses	Cattle	CO	GCA_042350905.1
Influenza A virus	45.6	33.1	46.4	Viruses	Cattle	CO	GCA_042351265.1
Influenza A virus	45.6	35.8	47	Viruses	Cattle	CO	GCA_042350835.1
Influenza A virus	45.6	35.9	46.4	Viruses	Cattle	CO	GCA_042351725.1
Influenza A virus	45.8	32.9	47.2	Viruses	Cattle	MN	GCA_042607885.1
Influenza A virus	45.6	33.2	46.5	Viruses	Cattle	CO	GCA_042351565.1
Influenza A virus	45.6	35.9	46.5	Viruses	Cattle	CO	GCA_042351955.1
Influenza A virus	45.6	35.7	48.1	Viruses	Cattle	CO	GCA_042352055.1
Influenza A virus	45.6	32.9	46	Viruses	Cat	CO	GCA_042607925.1
Influenza A virus	45.6	32.9	47.6	Viruses	Cattle	CO	GCA_042351765.1
Influenza A virus	45.6	32.9	46.3	Viruses	Cattle	CO	GCA_042352025.1
Influenza A virus	45.9	33.2	48.1	Viruses	Cattle	MN	GCA_042351675.1
Influenza A virus	45.6	32.9	46.7	Viruses	Cattle	CO	GCA_042351715.1
Influenza A virus	45.6	32.9	47	Viruses	Cattle	CO	GCA_042351755.1
Influenza A virus	45.6	33	52	Viruses	Cattle	CO	GCA_042607965.1
Influenza A virus	45.5	32.9	46.5	Viruses	Cattle	CO	GCA_042351735.1
Influenza A virus	45.7	33	49.3	Viruses	Cattle	CO	GCA_042352005.1
Influenza A virus	45.6	35.7	46.9	Viruses	Cattle	CO	GCA_042351965.1
Influenza A virus	45.6	33.2	46.6	Viruses	Cattle	CO	GCA_042607915.1
Influenza A virus	45.6	33.2	47.5	Viruses	Cattle	CO	GCA_042351575.1
Influenza A virus	45.6	33.2	47.1	Viruses	Cattle	CO	GCA_042607945.1
Influenza A virus	45.6	33	48	Viruses	Cattle	CO	GCA_042352015.1
Influenza A virus	45.7	35.7	46.9	Viruses	Cattle	CO	GCA_042351995.1
Influenza A virus	45.6	33.1	46.5	Viruses	Cattle	CO	GCA_042607905.1
Influenza A virus	45.6	35.9	46.6	Viruses	Cattle	CO	GCA_042351695.1
Influenza A virus	45.8	32.8	46.4	Viruses	Cattle	MI	GCA_042607845.1
Influenza A virus	45.8	35.9	46.7	Viruses	Chicken	CO	GCA_042351775.1
Influenza A virus	45.8	32.8	46.8	Viruses	Cattle	MI	GCA_042607855.1
Influenza A virus	45.5	35.9	46.4	Viruses	Cat	CO	GCA_042607955.1
Influenza A virus	45.6	35.6	48.2	Viruses	Cattle	CO	GCA_042351905.1
Influenza A virus	45.6	33	52.3	Viruses	Cattle	CO	GCA_042351845.1
Influenza A virus	45.6	32.9	48.2	Viruses	Cattle	CO	GCA_042351745.1
Influenza A virus	45.6	33	46.1	Viruses	Cat	CO	GCA_042607975.1
Influenza A virus	45.7	35.7	46.7	Viruses	Cattle	CO	GCA_042352045.1
Influenza A virus	45.7	33.2	45.9	Viruses	House Sparrow	IA	GCA_042607895.1
Influenza A virus	45.6	33	51	Viruses	Cattle	CO	GCA_042351895.1
Influenza A virus	45.7	32.8	46	Viruses	Cattle	MI	GCA_042607865.1
Influenza A virus	43.9	35.8	46.3	Viruses	Cat	CO	GCA_042607935.1
Influenza A virus	45.6	33.1	47.7	Viruses	Cattle	CO	GCA_042352035.1
Influenza A virus	45.8	32.8	47.3	Viruses	Cattle	MI	GCA_042607875.1
Influenza A virus	45.6	35.9	46.8	Viruses	Cattle	CO	GCA_042351925.1
Influenza A virus	45.9	33.2	46.6	Viruses	Cattle	MN	GCA_042351595.1
Influenza A virus	45.9	33.2	48.3	Viruses	Cattle	ID	GCA_043434405.1
Influenza A virus	45.6	33.2	46.5	Viruses	Cattle	CO	GCA_042608195.1
Influenza A virus	45.8	32.9	46.3	Viruses	Cattle	MI	GCA_042608145.1
Influenza A virus	45.6	32.9	46.2	Viruses	Cattle	CO	GCA_042607985.1
Influenza A virus	45.6	33	50.9	Viruses	Cattle	MN	GCA_043434505.1
Influenza A virus	45.6	33	51.2	Viruses	Cattle	CO	GCA_042608235.1
Influenza A virus	45.6	33.2	46.5	Viruses	Cattle	CO	GCA_042608175.1
Influenza A virus	45.6	35.9	47	Viruses	Cattle	ID	GCA_043434425.1
Influenza A virus	45.6	32.9	46.3	Viruses	Cattle	CO	GCA_043434525.1
Influenza A virus	45.8	32.8	46.8	Viruses	Cattle	MI	GCA_042608125.1
Influenza A virus	45.6	33.2	47.7	Viruses	Cattle	CO	GCA_042608225.1
Influenza A virus	45.6	33.2	46.8	Viruses	Cattle	CO	GCA_042608185.1
Influenza A virus	45.6	33	46.3	Viruses	Cattle	CO	GCA_043434415.1
Influenza A virus	45.7	33.2	45.9	Viruses	Raccoon	IA	GCA_042608165.1
Influenza A virus	45.6	33.1	46.9	Viruses	Cattle	CO	GCA_042608065.1
Influenza A virus	45.7	33	47.9	Viruses	Cattle	SD	GCA_042607995.1
Influenza A virus	45.8	33.2	48.7	Viruses	Cattle	ID	GCA_043434385.1
Influenza A virus	45.7	35.7	46.6	Viruses	Cattle	IA	GCA_042608155.1
Influenza A virus	45.8	33.1	48.8	Viruses	Cattle	CO	GCA_042608045.1
Influenza A virus	44	32.9	47.2	Viruses	Cattle	ID	GCA_043434495.1
Influenza A virus	45.7	33	48.5	Viruses	Cattle	SD	GCA_042608015.1
Influenza A virus	45.6	33.1	50.7	Viruses	Cattle	CO	GCA_042608055.1
Influenza A virus	45.8	32.9	46.7	Viruses	Cattle	ID	GCA_043434375.1
Influenza A virus	45.7	32.8	46.6	Viruses	Cattle	MI	GCA_042608135.1
Influenza A virus	45.6	33.1	47.5	Viruses	Cattle	CO	GCA_042608215.1
Influenza A virus	45.9	33.2	53.2	Viruses	Cattle	ID	GCA_043434515.1
Influenza A virus	45.7	32.9	46.9	Viruses	Cattle	SD	GCA_042608025.1
Influenza A virus	45.6	33.2	48	Viruses	Cattle	CO	GCA_043434435.1
Influenza A virus	45.7	32.9	48.5	Viruses	Cattle	SD	GCA_042608035.1
Influenza A virus	45.7	33	46.8	Viruses	Cattle	SD	GCA_042608005.1
Influenza A virus	45.6	36	46.4	Viruses	Cattle	ID	GCA_043434535.1
Influenza A virus	45.6	33.2	46.8	Viruses	Cattle	CO	GCA_043498345.1
Influenza A virus	45.6	33	46.5	Viruses	Cattle	CO	GCA_043498335.1
Influenza A virus	45.9	33.3	44.3	Viruses	Cattle	CA	GCA_043498435.1
Influenza A virus	45.6	33.2	47	Viruses	Cattle	CO	GCA_043498315.1
Influenza A virus	45.6	33.1	47.7	Viruses	Cattle	CO	GCA_043498425.1
Influenza A virus	45.6	32.9	45.6	Viruses	Cattle	CO	GCA_043498325.1
Influenza A virus	45.9	33.4	47.6	Viruses	Cattle	CA	GCA_043498445.1
Influenza A virus	45.8	33.1	47	Viruses	Cattle	MI	GCA_043498275.1
Influenza A virus	45.6	33.1	47.2	Viruses	Cattle	CO	GCA_043434545.1
Influenza A virus	45.6	32.5	46.6	Viruses	Cattle	ID	GCA_043434565.1
Influenza A virus	45.6	33	49.1	Viruses	Cattle	CO	GCA_043498415.1
Influenza A virus	45.6	33.2	46.6	Viruses	Cattle	CO	GCA_043498405.1
Influenza A virus	49.6	33	47.1	Viruses	Cattle	MI	GCA_043498305.1
Influenza A virus	45.9	33.4	46.5	Viruses	Cattle	CA	GCA_043498355.1
Influenza A virus	45.6	33.2	46.9	Viruses	Cattle	CO	GCA_043498395.1
Influenza A virus	45.9	32.9	46	Viruses	House Mouse	NM	GCA_040889025.1
Influenza A virus	49.7	33	43.3	Viruses	House Sparrow	NM	GCA_040889125.1
Influenza A virus	45.8	33	49	Viruses	House Mouse	NM	GCA_040889615.1
Influenza A virus	45.6	33	45.6	Viruses	Raccoon	CO	GCA_040889635.1
Influenza A virus	45.7	33.2	46.7	Viruses	American Robin	IA	GCA_041446115.1
Influenza A virus	45.8	33.2	46.8	Viruses	American Robin	IA	GCA_041446535.1
Influenza A virus	45.7	33.2	46.5	Viruses	House Sparrow	IA	GCA_041446565.1
Influenza A virus	45.8	32.9	44.9	Viruses	Dove	CO	GCA_042608205.1
Influenza A virus	45.7	32.5	43	Viruses	Dove	UT	GCA_046892125.1
Influenza A virus	45.7	32.6	44.5	Viruses	Rock Pigeon	UT	GCA_046892325.1
Influenza A virus	45.7	32.6	43	Viruses	Rock Pigeon	UT	GCA_046892435.1
Influenza A virus	46.1	32.8	45.9	Viruses	Rock Pigeon	CA	GCA_046893235.1
Influenza A virus	44.1	32.9	44.6	Viruses	Rock Pigeon	CA	GCA_047938685.1
Influenza A virus	46.1	32.9	43.5	Viruses	Rock Pigeon	CA	GCA_047938735.1
Influenza A virus	45.9	32.9	44.6	Viruses	White-Faced Ibis	CA	GCA_047939115.1
Influenza A virus	46.1	32.6	46.5	Viruses	Western Gull	CA	GCA_047940305.1
Influenza A virus	45.9	33.1	46	Viruses	Cattle	CA	GCA_046508825.1
Influenza A virus	45.8	36.4	46.4	Viruses	American Wigeon	OH	GCA_046508855.1
Influenza A virus	45.7	37	46	Viruses	Hawk	SC	GCA_046508865.1
Influenza A virus	45.7	36.7	43.2	Viruses	Snow Goose	CA	GCA_046508875.1
Influenza A virus	46.1	36.7	46.6	Viruses	Western Gull	CA	GCA_046508885.1
Influenza A virus	45.5	36.9	46.3	Viruses	Mute Swan	CA	GCA_046508895.1
Influenza A virus	45.7	35.6	46.2	Viruses	Turkey	MO	GCA_046508905.1
Influenza A virus	46.2	36.7	45.8	Viruses	American Crow	IL	GCA_046508915.1
Influenza A virus	46.3	35.2	47.1	Viruses	Canada Goose	IN	GCA_046508925.1
Influenza A virus	45.4	35.6	46.3	Viruses	Chicken	MD	GCA_046508935.1
Influenza A virus	45.7	35.5	46.8	Viruses	Turkey	MO	GCA_046508945.1
Influenza A virus	45.7	35.6	46.8	Viruses	Turkey	MO	GCA_046508955.1
Influenza A virus	45.8	32.8	45.8	Viruses	Common Raven	CA	GCA_046508975.1
Influenza A virus	45.6	36.1	48.9	Viruses	Chicken	IN	GCA_046508985.1
Influenza A virus	45.7	35.7	46.7	Viruses	Great Horned Owl	OR	GCA_046508995.1
Influenza A virus	45.9	37	45.9	Viruses	Skunk	WA	GCA_046509005.1
Influenza A virus	45.9	36.9	46.4	Viruses	Skunk	WA	GCA_046509015.1
Influenza A virus	45.9	36.9	46.4	Viruses	Skunk	WA	GCA_046509025.1
Influenza A virus	45.8	35.8	47.8	Viruses	Duck	MN	GCA_046509035.1
Influenza A virus	45.8	35.6	46.2	Viruses	Chicken	MN	GCA_046509065.1
Influenza A virus	45.8	36	47.5	Viruses	Goat	MN	GCA_046509075.1
Influenza A virus	45.8	36.3	46.7	Viruses	Goat	MN	GCA_046509085.1
Influenza A virus	45.8	35.9	44	Viruses	Goat	MN	GCA_046509095.1
Influenza A virus	45.8	35.9	47	Viruses	Goat	MN	GCA_046509115.1
Influenza A virus	45.8	36	47.8	Viruses	Goat	MN	GCA_046509125.1
Influenza A virus	45.8	36	47.2	Viruses	Goat	MN	GCA_046509135.1
Influenza A virus	45.6	35.4	48.7	Viruses	Turkey	SD	GCA_046509145.1
Influenza A virus	45.7	35	46.1	Viruses	Skunk	MT	GCA_046509165.1
Influenza A virus	45.6	35.7	49	Viruses	Bald Eagle	VA	GCA_046509185.1
Influenza A virus	45.7	36.5	45.5	Viruses	Hawk	OR	GCA_046509195.1
Influenza A virus	45.7	36.1	46.2	Viruses	Cattle	TX	GCA_046509205.1
Influenza A virus	45.7	36.6	46.4	Viruses	Western Sandpiper	WA	GCA_046509215.1
Influenza A virus	45.4	36.2	47	Viruses	Mountain Lion	MT	GCA_046509225.1
Influenza A virus	45.7	36.4	47.5	Viruses	Snow Goose	CA	GCA_046509235.1
Influenza A virus	45.9	33.4	46.4	Viruses	Cattle	CA	GCA_046509245.1
Influenza A virus	45.8	35.5	50.6	Viruses	Canada Goose	WY	GCA_046509255.1
Influenza A virus	45.8	33.4	46.8	Viruses	Cattle	CA	GCA_046509265.1
Influenza A virus	45.9	33.2	46.6	Viruses	Cattle	CA	GCA_046509285.1
Influenza A virus	45.7	35.6	46.2	Viruses	Turkey	MO	GCA_046509295.1
Influenza A virus	45.9	33.2	46.7	Viruses	Cattle	CA	GCA_046509305.1
Influenza A virus	46.2	35.7	46.7	Viruses	American Crow	IL	GCA_046509315.1
Influenza A virus	45.9	33.1	46.5	Viruses	Cattle	CA	GCA_046509325.1
Influenza A virus	45.9	36.9	46.4	Viruses	Peregrine Falcon	CA	GCA_046509335.1
Influenza A virus	45.8	33.2	46.7	Viruses	Cattle	CA	GCA_046509345.1
Influenza A virus	45.9	37	46.3	Viruses	Canada Goose	NM	GCA_046509355.1
Influenza A virus	45.9	33.2	46.4	Viruses	Cattle	CA	GCA_046509365.1
Influenza A virus	45.4	35.6	46.8	Viruses	Chicken	MD	GCA_046509375.1
Influenza A virus	45.9	33.4	47.3	Viruses	Cattle	CA	GCA_046509385.1
Influenza A virus	45.7	35.6	46.4	Viruses	Turkey	MO	GCA_046509395.1
Influenza A virus	45.7	35.6	46.6	Viruses	Turkey	MO	GCA_046509415.1
Influenza A virus	45.9	33.2	46.6	Viruses	Cattle	CA	GCA_046509425.1
Influenza A virus	46.1	33.1	46.3	Viruses	Cattle	CA	GCA_046509435.1
Influenza A virus	45.8	35.6	46.1	Viruses	Chicken	OH	GCA_046509445.1
Influenza A virus	45.9	35.9	48.3	Viruses	Cattle	CA	GCA_046509455.1
Influenza A virus	45.5	36.1	46.2	Viruses	Chicken	IN	GCA_046509465.1
Influenza A virus	45.9	35.8	50.5	Viruses	Cattle	CA	GCA_046509475.1
Influenza A virus	45.6	36.1	46.2	Viruses	Chicken	IN	GCA_046509485.1
Influenza A virus	45.9	35.8	49.3	Viruses	Cattle	CA	GCA_046509495.1
Influenza A virus	45.9	32.8	49.7	Viruses	Ganada Goose	MO	GCA_046509505.1
Influenza A virus	45.9	32.8	48.7	Viruses	Cattle	CA	GCA_046509515.1
Influenza A virus	45.9	36.9	45.9	Viruses	Skunk	WA	GCA_046509525.1
Influenza A virus	45.9	32.9	49	Viruses	Cattle	CA	GCA_046509535.1
Influenza A virus	50	37	46.2	Viruses	Skunk	WA	GCA_046509545.1
Influenza A virus	45.9	33	47.5	Viruses	Cattle	CA	GCA_046509555.1
Influenza A virus	45.8	35.7	46.1	Viruses	Chicken	MN	GCA_046509565.1
Influenza A virus	45.9	35.9	46.4	Viruses	Cattle	CA	GCA_046509575.1
Influenza A virus	45.6	32.9	46.7	Viruses	Snow Goose	CO	GCA_046509585.1
Influenza A virus	45.9	33.1	47.3	Viruses	Cattle	CA	GCA_046509595.1
Influenza A virus	45.5	34.5	47.6	Viruses	American Crow	IA	GCA_046509605.1
Influenza A virus	45.7	36	46.2	Viruses	Turkey	ID	GCA_046509615.1
Influenza A virus	45.7	36	46.6	Viruses	Chicken	MN	GCA_046509625.1
Influenza A virus	45.9	35.8	50.1	Viruses	Cattle	CA	GCA_046509635.1
Influenza A virus	45.8	33	46.4	Viruses	Chicken	OR	GCA_046509645.1
Influenza A virus	45.9	36.1	45.6	Viruses	Cattle	CA	GCA_046509655.1
Influenza A virus	45.8	36.2	47.6	Viruses	Goat	MN	GCA_046509665.1
Influenza A virus	45.9	33.1	47.1	Viruses	Cattle	CA	GCA_046509675.1
Influenza A virus	45.8	35.9	47.6	Viruses	Goat	MN	GCA_046509685.1
Influenza A virus	45.9	33.1	46.3	Viruses	Cattle	CA	GCA_046509695.1
Influenza A virus	45.8	35.7	47.3	Viruses	Goat	MN	GCA_046509705.1
Influenza A virus	45.9	33.1	46.7	Viruses	Cattle	CA	GCA_046509715.1
Influenza A virus	45.8	36	46.9	Viruses	Goat	MN	GCA_046509725.1
Influenza A virus	45.8	36	46.2	Viruses	Goat	MN	GCA_046509735.1
Influenza A virus	45.9	33.2	46.4	Viruses	Cattle	CA	GCA_046509745.1
Influenza A virus	45.8	35.8	48.7	Viruses	Goat	MN	GCA_046509755.1
Influenza A virus	45.9	32.8	45.9	Viruses	Cattle	CA	GCA_046509765.1
Influenza A virus	45.8	36	46.9	Viruses	Goat	MN	GCA_046509775.1
Influenza A virus	45.9	32.8	45.3	Viruses	Cattle	CA	GCA_046509785.1
Influenza A virus	45.7	33.1	46.3	Viruses	Duck	ID	GCA_046509795.1
Influenza A virus	45.6	35.3	46.3	Viruses	Turkey	SD	GCA_046509805.1
Influenza A virus	45.6	36.5	44.4	Viruses	Canada Goose	IN	GCA_046509815.1
Influenza A virus	45.7	37	46.1	Viruses	Cat	MT	GCA_046509835.1
Influenza A virus	45.9	33.1	46.6	Viruses	Cattle	CA	GCA_046509845.1
Influenza A virus	45.9	33.1	43.5	Viruses	Cattle	CA	GCA_046509855.1
Influenza A virus	45.7	36	47.3	Viruses	Cattle	TX	GCA_046509865.1
Influenza A virus	45.8	33	47.9	Viruses	Cattle	NM	GCA_046509875.1
Influenza A virus	46.1	32.9	46.8	Viruses	Cattle	CA	GCA_046509885.1
Influenza A virus	45.9	33.2	47.5	Viruses	Cattle	CA	GCA_046509895.1
Influenza A virus	45.9	32.7	45.5	Viruses	Cattle	CA	GCA_046509905.1
