organism_name	infraspecific_name	lineage	taxonomy_id	bco_id	schema_version	bioproject	biosample	strain	sra_run_id	genome_assembly_id	sample_name	instrument	isolate	collected_by	collection_date	geo_loc_name	isolation_source	lat_lon	culture_collection	host	host_age	host_description	host_disease	host_disease_outcome	host_disease_stage	host_health_state	host_sex	id_method
Influenza A virus	24-020940-007-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944686	H5N1	SRR30090355	GCA_042350725.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020940-007-original	N/A	2024	USA	milk	N/A		Cattle			N/A					
Influenza A virus	24-021340-003		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43033083	H5N1	SRR30202029	GCA_042350575.1	Viral sample from Influenza A virus	NextSeq 2000	24-021340-003		2024	USA	milk			CATTLE								
Influenza A virus	24-020797-015		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43033064	H5N1	SRR30202049	GCA_042350535.1	Viral sample from Influenza A virus	NextSeq 2000	24-020797-015		2024	USA	milk			CATTLE								
Influenza A virus	24-020940-003-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944682	H5N1	SRR30090359	GCA_042350665.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020940-003-original	N/A	2024	USA	milk	N/A		Cattle			N/A					
Influenza A virus	24-022848-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43390292	H5N1	SRR30490909	GCA_042608315.1	Viral sample from Influenza A virus	NextSeq 2000	24-022848-002		2024	USA	milk			CATTLE								
Influenza A virus	24-021715-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43168336	H5N1	SRR30235382	GCA_042608265.1	Viral sample from Influenza A virus	NextSeq 2000	24-021715-001		2024	USA	milk			CATTLE								
Influenza A virus	24-021716-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43168342	H5N1	SRR30235376	GCA_042608295.1	Viral sample from Influenza A virus	NextSeq 2000	24-021716-001		2024	USA	milk			CATTLE								
Influenza A virus	24-020285-012-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944647	H5N1	SRR30090392	GCA_042351145.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020285-012-original	N/A	2024	USA	Oropharyngeal Swab	N/A		Chicken			N/A					
Influenza A virus	24-020285-008-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944643	H5N1	SRR30090396	GCA_042351055.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020285-008-original	N/A	2024	USA	Oropharyngeal Swab	N/A		Chicken			N/A					
Influenza A virus	24-020284-010		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42762662		SRR29953195	GCA_042351305.1	Viral sample from Influenza A virus	Illumina iSeq 100	24-020284-010		2024	USA	milk			Cattle								
Influenza A virus	24-020796-007		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43033072	H5N1	SRR30202041	GCA_042351435.1	Viral sample from Influenza A virus	NextSeq 2000	24-020796-007		2024	USA	OROPHARYNGEAL SWAB			CHICKEN								
Influenza A virus	24-019694-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42762621		SRR29953240	GCA_042350755.1	Viral sample from Influenza A virus	NextSeq 2000	24-019694-002		2024	USA	milk			Cattle								
Influenza A virus	24-020714-002-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944667	H5N1	SRR30090377	GCA_042351465.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020714-002-original	N/A	2024	USA	swab	N/A		Chicken			N/A					
Influenza A virus	24-020285-002-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944637	H5N1	SRR30090403	GCA_042350915.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020285-002-original	N/A	2024	USA	Oropharyngeal Swab	N/A		Chicken			N/A					
Influenza A virus	24-021996-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43168326	H5N1	SRR30235370	GCA_042350825.1	Viral sample from Influenza A virus	Illumina iSeq 100	24-021996-001		2024	USA	milk			CATTLE								
Influenza A virus	24-020285-010-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944645	H5N1	SRR30090394	GCA_042351095.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020285-010-original	N/A	2024	USA	Oropharyngeal Swab	N/A		Chicken			N/A					
Influenza A virus	24-020284-002-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944630	H5N1	SRR30090351	GCA_042351185.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020284-002-original	N/A	2024	USA	milk	N/A		Cattle			N/A					
Influenza A virus	24-020712-002-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944653	H5N1	SRR30090384	GCA_042351495.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020712-002-original	N/A	2024	USA	milk	N/A		Cattle			N/A					
Influenza A virus	24-020796-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43033066	H5N1	SRR30202047	GCA_042351365.1	Viral sample from Influenza A virus	NextSeq 2000	24-020796-001		2024	USA	OROPHARYNGEAL SWAB			CHICKEN								
Influenza A virus	24-020796-010		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43033075	H5N1	SRR30202037	GCA_042351475.1	Viral sample from Influenza A virus	NextSeq 2000	24-020796-010		2024	USA	OROPHARYNGEAL SWAB			CHICKEN								
Influenza A virus	24-020941-002-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944688	H5N1	SRR30090352	GCA_042350785.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020941-002-original	N/A	2024	USA	milk	N/A		Cattle			N/A					
Influenza A virus	24-020285-004-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944639	H5N1	SRR30090401	GCA_042350955.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020285-004-original	N/A	2024	USA	Oropharyngeal Swab	N/A		Chicken			N/A					
Influenza A virus	24-022332-005		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43322534	H5N1	SRR30428219	GCA_042351005.1	Viral sample from Influenza A virus	Illumina HiSeq 2000	24-022332-005		2024	USA	milk			CATTLE								
Influenza A virus	24-020796-003		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43033068	H5N1	SRR30202045	GCA_042351395.1	Viral sample from Influenza A virus	NextSeq 2000	24-020796-003		2024	USA	OROPHARYNGEAL SWAB			CHICKEN								
Influenza A virus	24-020284-005-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944632	H5N1	SRR30090349	GCA_042351225.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020284-005-original	N/A	2024	USA	milk	N/A		Cattle			N/A					
Influenza A virus	24-020284-008-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944634	H5N1	SRR30090406	GCA_042351265.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020284-008-original	N/A	2024	USA	milk	N/A		Cattle			N/A					
Influenza A virus	24-020285-006-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944641	H5N1	SRR30090399	GCA_042351015.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020285-006-original	N/A	2024	USA	Oropharyngeal Swab	N/A		Chicken			N/A					
Influenza A virus	24-022168-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43168357	H5N1	SRR30235368	GCA_042350905.1	Viral sample from Influenza A virus	NextSeq 2000	24-022168-001		2024	USA	milk			CATTLE								
Influenza A virus	24-020175-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42762651		SRR29953207	GCA_042350835.1	Viral sample from Influenza A virus	Illumina iSeq 100	24-020175-001		2024	USA	milk			Cattle								
Influenza A virus	24-022159-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43168354	H5N1	SRR30235358	GCA_042350845.1	Viral sample from Influenza A virus	NextSeq 2000	24-022159-002		2024	USA	milk			CATTLE								
Influenza A virus	24-020172-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42762649		SRR29953209	GCA_042350795.1	Viral sample from Influenza A virus	Illumina iSeq 100	24-020172-001		2024	USA	milk			Cattle								
Influenza A virus	24-022171-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43168347	H5N1	SRR30235373	GCA_042350945.1	Viral sample from Influenza A virus	NextSeq 2000	24-022171-001		2024	USA	milk			CATTLE								
Influenza A virus	24-022332-014		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43322529	H5N1	SRR30404408	GCA_042351065.1	Viral sample from Influenza A virus	Illumina iSeq 100	24-022332-014		2024	USA	milk			CATTLE								
Influenza A virus	24-020175-004		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42762653		SRR29953205	GCA_042350865.1	Viral sample from Influenza A virus	Illumina iSeq 100	24-020175-004		2024	USA	milk			Cattle								
Influenza A virus	24-022332-009		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43322536	H5N1	SRR30404401	GCA_042351025.1	Viral sample from Influenza A virus	NextSeq 2000	24-022332-009		2024	USA	milk			CATTLE								
Influenza A virus	24-020796-005		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43033070	H5N1	SRR30202043	GCA_042351425.1	Viral sample from Influenza A virus	NextSeq 2000	24-020796-005		2024	USA	OROPHARYNGEAL SWAB			CHICKEN								
Influenza A virus	24-020712-004-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944654	H5N1	SRR30090382	GCA_042351535.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020712-004-original	N/A	2024	USA	milk	N/A		Cattle			N/A					
Influenza A virus	24-022159-003		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43168355	H5N1	SRR30235359	GCA_042352005.1	Viral sample from Influenza A virus	NextSeq 2000	24-022159-003		2024	USA	milk			CATTLE								
Influenza A virus	24-020797-008		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43033058	H5N1	SRR30202026	GCA_042351735.1	Viral sample from Influenza A virus	NextSeq 2000	24-020797-008		2024	USA	milk			CATTLE								
Influenza A virus	24-020027-006		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42762647		SRR29953212	GCA_042607915.1	Viral sample from Influenza A virus	NextSeq 2000	24-020027-006		2024	USA	milk			Cattle								
Influenza A virus	24-021992-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43168325	H5N1	SRR30235375	GCA_042351965.1	Viral sample from Influenza A virus	Illumina iSeq 100	24-021992-001		2024	USA	milk			CATTLE								
Influenza A virus	24-022168-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43168358	H5N1	SRR30235367	GCA_042352015.1	Viral sample from Influenza A virus	NextSeq 2000	24-022168-002		2024	USA	milk			CATTLE								
Influenza A virus	24-020715-006-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944668	H5N1	SRR30090374	GCA_042607945.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020715-006-original	N/A	2024	USA	milk	N/A		Cattle			N/A					
Influenza A virus	24-020712-009-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944657	H5N1	SRR30090378	GCA_042351575.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020712-009-original	N/A	2024	USA	milk	N/A		Cattle			N/A					
Influenza A virus	24-020731-006-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944672	H5N1	SRR30090369	GCA_042351675.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020731-006-original	N/A	2024	USA	milk	N/A		Cattle			N/A					
Influenza A virus	24-020797-004		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43033055	H5N1	SRR30202050	GCA_042351715.1	Viral sample from Influenza A virus	NextSeq 2000	24-020797-004		2024	USA	milk			CATTLE								
Influenza A virus	24-022176-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43168351	H5N1	SRR30235357	GCA_042352025.1	Viral sample from Influenza A virus	NextSeq 2000	24-022176-001		2024	USA	milk			CATTLE								
Influenza A virus	24-021115-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43033077	H5N1	SRR30202035	GCA_042607965.1	Viral sample from Influenza A virus	NextSeq 2000	24-021115-002		2024	USA	milk			CATTLE								
Influenza A virus	24-020797-012		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43033061	H5N1	SRR30202023	GCA_042351755.1	Viral sample from Influenza A virus	NextSeq 2000	24-020797-012		2024	USA	milk			CATTLE								
Influenza A virus	24-020717-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43033078	H5N1	SRR30202034	GCA_042607925.1	Viral sample from Influenza A virus	NextSeq 2000	24-020717-001		2024	USA	brain			CAT								
Influenza A virus	24-022332-018		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43322530	H5N1	SRR30404407	GCA_042352055.1	Viral sample from Influenza A virus	Illumina iSeq 100	24-022332-018		2024	USA	milk			CATTLE								
Influenza A virus	24-020797-014		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43033063	H5N1	SRR30202021	GCA_042351765.1	Viral sample from Influenza A virus	NextSeq 2000	24-020797-014		2024	USA	milk			CATTLE								
Influenza A virus	24-020797-006-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944675	H5N1	SRR30090365	GCA_042351725.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020797-006-original	N/A	2024	USA	milk	N/A		Cattle			N/A					
Influenza A virus	24-020941-001-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944687	H5N1	SRR30090354	GCA_042351955.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020941-001-original	N/A	2024	USA	milk	N/A		Cattle			N/A					
Influenza A virus	24-020712-006-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944666	H5N1	SRR30090380	GCA_042351565.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020712-006-original	N/A	2024	USA	milk	N/A		Cattle			N/A					
Influenza A virus	24-017653-008-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42279016	H5N1	SRR29694483	GCA_042607885.1	Viral sample from Influenza A virus	NextSeq 2000	24-017653-008-original		2024	USA	N/A			Cattle								
Influenza A virus	24-020940-006-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944685	H5N1	SRR30090356	GCA_042351925.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020940-006-original	N/A	2024	USA	milk	N/A		Cattle			N/A					
Influenza A virus	24-015457-007		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN41805827	H5N1	SRR29377885	GCA_042607875.1	Viral sample from Influenza A virus	NextSeq 2000	24-015457-007		2024	USA	N/A			Cattle								
Influenza A virus	24-020731-004-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944659	H5N1	SRR30090371	GCA_042351595.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020731-004-original	N/A	2024	USA	milk	N/A		Cattle			N/A					
Influenza A virus	24-022332-011		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43322528	H5N1	SRR30404409	GCA_042352045.1	Viral sample from Influenza A virus	Illumina iSeq 100	24-022332-011		2024	USA	milk			CATTLE								
Influenza A virus	24-019375-001-original-repeat2		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944660	H5N1	SRR30090397	GCA_042607895.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-019375-001-original-repeat2	N/A	2024	USA	Cloacal/Oropharyngeal Swab Pool	N/A		House Sparrow			N/A					
Influenza A virus	24-021510-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43168329	H5N1	SRR30235364	GCA_042607975.1	Viral sample from Influenza A virus	NextSeq 2000	24-021510-002		2024	USA	lung			CAT								
Influenza A virus	24-022332-007		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43322535	H5N1	SRR30428218	GCA_042352035.1	Viral sample from Influenza A virus	Illumina HiSeq 2000	24-022332-007		2024	USA	milk			CATTLE								
Influenza A virus	24-020794-001-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944679	H5N1	SRR30090367	GCA_042607935.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020794-001-original	N/A	2024	USA	brain	N/A		Cat			N/A					
Influenza A virus	24-021340-004		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43033084	H5N1	SRR30202027	GCA_042351895.1	Viral sample from Influenza A virus	NextSeq 2000	24-021340-004		2024	USA	milk			CATTLE								
Influenza A virus	24-015457-005		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN41805825	H5N1	SRR29377887	GCA_042607865.1	Viral sample from Influenza A virus	NextSeq 2000	24-015457-005		2024	USA	N/A			Cattle								
Influenza A virus	24-015457-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN41805821	H5N1	SRR29377891	GCA_042607845.1	Viral sample from Influenza A virus	NextSeq 2000	24-015457-001		2024	USA	N/A			Cattle								
Influenza A virus	24-020798-001-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944677	H5N1	SRR30090362	GCA_042351775.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020798-001-original	N/A	2024	USA	Oropharyngeal Swab	N/A		Chicken			N/A					
Influenza A virus	24-020940-002-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944681	H5N1	SRR30090360	GCA_042351905.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020940-002-original	N/A	2024	USA	milk	N/A		Cattle			N/A					
Influenza A virus	24-015457-003		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN41805823	H5N1	SRR29377889	GCA_042607855.1	Viral sample from Influenza A virus	NextSeq 2000	24-015457-003		2024	USA	N/A			Cattle								
Influenza A virus	24-020793-001-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944678	H5N1	SRR30090368	GCA_042607955.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020793-001-original	N/A	2024	USA	brain	N/A		Cat			N/A					
Influenza A virus	24-020797-010		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43033059	H5N1	SRR30202025	GCA_042351745.1	Viral sample from Influenza A virus	NextSeq 2000	24-020797-010		2024	USA	milk			CATTLE								
Influenza A virus	24-021340-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43033082	H5N1	SRR30202030	GCA_042351845.1	Viral sample from Influenza A virus	NextSeq 2000	24-021340-002		2024	USA	milk			CATTLE								
Influenza A virus	24-020797-002-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944674	H5N1	SRR30090366	GCA_042351695.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020797-002-original	N/A	2024	USA	milk	N/A		Cattle			N/A					
Influenza A virus	24-021996-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43168327	H5N1	SRR30235366	GCA_042351995.1	Viral sample from Influenza A virus	Illumina iSeq 100	24-021996-002		2024	USA	milk			CATTLE								
Influenza A virus	24-020027-002-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944648	H5N1	SRR30090375	GCA_042607905.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020027-002-original	N/A	2024	USA	milk	N/A		Cattle			N/A					
Influenza A virus	24-020027-005		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42762646		SRR29953213	GCA_042608185.1	Viral sample from Influenza A virus	NextSeq 2000	24-020027-005		2024	USA	milk			Cattle								
Influenza A virus	24-022172-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43168348	H5N1	SRR30235372	GCA_043434415.1	Viral sample from Influenza A virus	NextSeq 2000	24-022172-001		2024	USA	milk			CATTLE								
Influenza A virus	24-015457-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN41805822	H5N1	SRR29377890	GCA_042608125.1	Viral sample from Influenza A virus	NextSeq 2000	24-015457-002		2024	USA	N/A			Cattle								
Influenza A virus	24-020715-007-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944669	H5N1	SRR30090373	GCA_042608225.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020715-007-original	N/A	2024	USA	milk	N/A		Cattle			N/A					
Influenza A virus	24-018782-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42361233		SRR29740717	GCA_043434385.1	Viral sample from Influenza A virus	NextSeq 2000	24-018782-001		2024	USA	milk			Cattle								
Influenza A virus	24-021715-003		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43168337	H5N1	SRR30235381	GCA_042607995.1	Viral sample from Influenza A virus	NextSeq 2000	24-021715-003		2024	USA	milk			CATTLE								
Influenza A virus	24-022845-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43390291	H5N1	SRR30490910	GCA_042608045.1	Viral sample from Influenza A virus	NextSeq 2000	24-022845-001		2024	USA	MILK, BULK TANK			CATTLE								
Influenza A virus	24-017112-003		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42027779	Influenza A virus H5N1	SRR29543369	GCA_042608155.1	Viral sample from Influenza A virus	NextSeq 2000	24-017112-003		2024	USA	milk			CATTLE								
Influenza A virus	24-019376-001-original-repeat2		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944661	H5N1	SRR30090386	GCA_042608165.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-019376-001-original-repeat2	N/A	2024	USA	nasal swab	N/A		Raccoon			N/A					
Influenza A virus	24-022870-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43390299	H5N1	SRR30490902	GCA_042608065.1	Viral sample from Influenza A virus	NextSeq 2000	24-022870-001		2024	USA	milk			CATTLE								
Influenza A virus	24-022173-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43168349	H5N1	SRR30235355	GCA_043434525.1	Viral sample from Influenza A virus	NextSeq 2000	24-022173-001		2024	USA	milk			CATTLE								
Influenza A virus	24-019167-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42535329	H5N1	SRR29851699	GCA_043434505.1	Viral sample from Influenza A virus	NextSeq 2000	24-019167-001		2024	USA	milk			CATTLE								
Influenza A virus	24-022349-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43322532	H5N1	SRR30404405	GCA_043434425.1	Viral sample from Influenza A virus	Illumina iSeq 100	24-022349-002		2024	USA	milk			CATTLE								
Influenza A virus	24-021115-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43033076	H5N1	SRR30202036	GCA_042608235.1	Viral sample from Influenza A virus	NextSeq 2000	24-021115-001		2024	USA	milk			CATTLE								
Influenza A virus	24-020027-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42762645		SRR29953214	GCA_042608175.1	Viral sample from Influenza A virus	NextSeq 2000	24-020027-001		2024	USA	milk			Cattle								
Influenza A virus	24-015457-006		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN41805826	H5N1	SRR29377886	GCA_042608145.1	Viral sample from Influenza A virus	NextSeq 2000	24-015457-006		2024	USA	N/A			Cattle								
Influenza A virus	24-022179-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43168353	H5N1	SRR30235369	GCA_042607985.1	Viral sample from Influenza A virus	NextSeq 2000	24-022179-001		2024	USA	milk			CATTLE								
Influenza A virus	24-019883-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42762628		SRR29953233	GCA_043434405.1	Viral sample from Influenza A virus	NextSeq 2000	24-019883-002		2024	USA	milk			Cattle								
Influenza A virus	24-020027-007		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42762648		SRR29953211	GCA_042608195.1	Viral sample from Influenza A virus	NextSeq 2000	24-020027-007		2024	USA	milk			Cattle								
Influenza A virus	24-022860-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43390296	H5N1	SRR30490905	GCA_043434435.1	Viral sample from Influenza A virus	NextSeq 2000	24-022860-001		2024	USA	milk			CATTLE								
Influenza A virus	24-021716-005		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43168345	H5N1	SRR30235353	GCA_042608035.1	Viral sample from Influenza A virus	NextSeq 2000	24-021716-005		2024	USA	milk			CATTLE								
Influenza A virus	24-021715-005		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43168339	H5N1	SRR30235379	GCA_042608005.1	Viral sample from Influenza A virus	NextSeq 2000	24-021715-005		2024	USA	milk			CATTLE								
Influenza A virus	24-020715-003-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944658	H5N1	SRR30090376	GCA_042608215.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020715-003-original	N/A	2024	USA	milk	N/A		Cattle			N/A					
Influenza A virus	24-021716-002		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43168343	H5N1	SRR30235374	GCA_042608025.1	Viral sample from Influenza A virus	NextSeq 2000	24-021716-002		2024	USA	milk			CATTLE								
Influenza A virus	24-019883-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42762627		SRR29953234	GCA_043434515.1	Viral sample from Influenza A virus	NextSeq 2000	24-019883-001		2024	USA	milk			Cattle								
Influenza A virus	24-017916-001-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42279028	H5N1	SRR29694587	GCA_043434375.1	Viral sample from Influenza A virus	NextSeq 2000	24-017916-001-original		2024	USA	N/A			Cattle								
Influenza A virus	24-022858-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43390294	H5N1	SRR30490907	GCA_042608055.1	Viral sample from Influenza A virus	NextSeq 2000	24-022858-001		2024	USA	milk			CATTLE								
Influenza A virus	24-015457-004		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN41805824	H5N1	SRR29377888	GCA_042608135.1	Viral sample from Influenza A virus	NextSeq 2000	24-015457-004		2024	USA	N/A			Cattle								
Influenza A virus	24-021715-007		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43168341	H5N1	SRR30235377	GCA_042608015.1	Viral sample from Influenza A virus	NextSeq 2000	24-021715-007		2024	USA	milk			CATTLE								
Influenza A virus	24-017916-002-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42279029	H5N1	SRR29694586	GCA_043434495.1	Viral sample from Influenza A virus	NextSeq 2000	24-017916-002-original		2024	USA	N/A			Cattle								
Influenza A virus	24-025746-004		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43929817	H5N1	SRR30811317	GCA_043498445.1	Viral sample from Influenza A virus	NextSeq 2000	24-025746-004		2024	USA	milk			CATTLE								
Influenza A virus	24-024947-001		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN43929807	H5N1	SRR30811247	GCA_043498425.1	Viral sample from Influenza A virus	NextSeq 2000	24-024947-001		2024	USA	MILK, BULK TANK			CATTLE								
Influenza A virus	24-020510-002-original		11320	ARGOS_000088	v1.6	PRJNA1102327	SAMN42944663	H5N1	SRR30090389	GCA_043498315.1	Pathogen: clinical or host-associated sample from Influenza A virus	NextSeq 2000	24-020510-002-original	N/A	2024	USA	milk	N/A		Cattle			N/A					
